id,cedulaPostulante,numeroOpcion,nombreCarrera,tipoExamen,fecha,hora,lugar,aula,puntajeObtenido
,1101000410,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,15:00,Campus Utpl,105,70.7
,1101000410,2,Agropecuaria,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,105,70.7
,1101000411,1,Comunicacion,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,106,85.96
,1101000411,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,106,85.96
,1101000412,1,Artes Visuales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,107,68.74
,1101000412,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,107,68.74
,1101000413,1,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,108,78.78
,1101000413,2,Psicologia Clinica,ADMISION,2024-11-16,15:00,Campus Utpl,108,78.78
,1101000414,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,09:00,Campus Utpl,109,58.98
,1101000414,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,109,58.98
,1101000415,1,Biologia,ADMISION,2024-11-16,14:00,Campus Utpl,110,42.51
,1101000415,2,Bioquimica y Farmacia,ADMISION,2024-11-16,14:00,Campus Utpl,110,42.51
,1101000416,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,111,22.48
,1101000416,2,Arquitectura,ADMISION,2024-11-15,09:00,Campus Utpl,111,22.48
,1101000417,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,112,90.84
,1101000417,2,Ingenieria Ambiental,ADMISION,2024-11-16,09:00,Campus Utpl,112,90.84
,1101000418,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,113,7.14
,1101000418,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,113,7.14
,1101000419,1,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,114,79.26
,1101000419,2,Agropecuaria,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,114,79.26
,1101000420,1,Psicologia,ADMISION,2024-11-15,14:00,Campus Utpl,115,74.9
,1101000420,2,Nutricion y Dietetica,ADMISION,2024-11-15,14:00,Campus Utpl,115,74.9
,1101000421,1,Nutricion y Dietetica,ADMISION,2024-11-16,11:00,Campus Utpl,116,92.12
,1101000421,2,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,116,92.12
,1101000422,1,Geologia,ADMISION,2024-11-15,15:00,Campus Utpl,117,12.44
,1101000422,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,117,12.44
,1101000423,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,118,30.41
,1101000423,2,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,118,30.41
,1101000424,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,119,94.27
,1101000424,2,Psicologia Clinica,ADMISION,2024-11-15,14:00,Campus Utpl,119,94.27
,1101000425,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,120,54
,1101000425,2,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,120,54
,1101000426,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,08:00,Campus Utpl,121,8.04
,1101000426,2,Comunicacion,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,121,8.04
,1101000427,1,Derecho,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,122,88.94
,1101000427,2,Marketing,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,122,88.94
,1101000428,1,Medicina,ADMISION,2024-11-15,10:00,Campus Utpl,123,32.23
,1101000428,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,123,32.23
,1101000429,1,Agropecuaria,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,124,2.59
,1101000429,2,Artes Visuales,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,124,2.59
,1101000430,1,Psicologia,ADMISION,2024-11-15,14:00,Campus Utpl,125,96.19
,1101000430,2,Medicina,ADMISION,2024-11-15,14:00,Campus Utpl,125,96.19
,1101000431,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,126,58.71
,1101000431,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,126,58.71
,1101000432,1,Nutricion y Dietetica,ADMISION,2024-11-15,15:00,Campus Utpl,127,99.96
,1101000432,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,127,99.96
,1101000433,1,Arquitectura,ADMISION,2024-11-16,14:00,Campus Utpl,128,82.14
,1101000433,2,Ingenieria Civil,ADMISION,2024-11-16,14:00,Campus Utpl,128,82.14
,1101000434,1,Educacion Basica,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,129,4.02
,1101000434,2,Telecomunicaciones,ADMISION,2024-11-15,09:00,Campus Utpl,129,4.02
,1101000435,1,Finanzas,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,101,47.05
,1101000435,2,Geologia,ADMISION,2024-11-16,15:00,Campus Utpl,101,47.05
,1101000436,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,102,44.22
,1101000436,2,Arquitectura,ADMISION,2024-11-15,10:00,Campus Utpl,102,44.22
,1101000437,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,103,18.15
,1101000437,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,14:00,Campus Utpl,103,18.15
,1101000438,1,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,104,43.59
,1101000438,2,Psicologia,ADMISION,2024-11-15,11:00,Campus Utpl,104,43.59
,1101000439,1,Marketing,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,105,96.91
,1101000439,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,105,96.91
,1101000440,1,Psicologia Clinica,ADMISION,2024-11-15,10:00,Campus Utpl,106,34.8
,1101000440,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,10:00,Campus Utpl,106,34.8
,1101000441,1,Artes Visuales,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,107,32.11
,1101000441,2,Psicologia Clinica,ADMISION,2024-11-16,08:00,Campus Utpl,107,32.11
,1101000442,1,Derecho,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,108,85.77
,1101000442,2,Psicologia Clinica,ADMISION,2024-11-15,10:00,Campus Utpl,108,85.77
,1101000443,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,11:00,Campus Utpl,109,41.16
,1101000443,2,Arquitectura,ADMISION,2024-11-16,11:00,Campus Utpl,109,41.16
,1101000444,1,Alimentos,ADMISION,2024-11-15,11:00,Campus Utpl,110,28.82
,1101000444,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,110,28.82
,1101000445,1,Educacion Basica,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,111,81.36
,1101000445,2,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,111,81.36
,1101000446,1,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,112,3.67
,1101000446,2,Alimentos,ADMISION,2024-11-15,08:00,Campus Utpl,112,3.67
,1101000447,1,Comunicacion,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,113,31.45
,1101000447,2,Psicopedagogia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,113,31.45
,1101000448,1,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,114,11.59
,1101000448,2,Psicologia Clinica,ADMISION,2024-11-15,11:00,Campus Utpl,114,11.59
,1101000449,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,115,86.49
,1101000449,2,Alimentos,ADMISION,2024-11-16,08:00,Campus Utpl,115,86.49
,1101000450,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,116,65.77
,1101000450,2,Marketing,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,116,65.77
,1101000451,1,Enfermeria,ADMISION,2024-11-16,08:00,Campus Utpl,117,46.2
,1101000451,2,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,117,46.2
,1101000452,1,Artes Visuales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,118,18.76
,1101000452,2,Nutricion y Dietetica,ADMISION,2024-11-15,10:00,Campus Utpl,118,18.76
,1101000453,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,119,62.26
,1101000453,2,Alimentos,ADMISION,2024-11-16,11:00,Campus Utpl,119,62.26
,1101000454,1,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,120,62.54
,1101000454,2,Bioquimica y Farmacia,ADMISION,2024-11-15,08:00,Campus Utpl,120,62.54
,1101000455,1,Ingenieria Ambiental,ADMISION,2024-11-16,14:00,Campus Utpl,121,20.36
,1101000455,2,Marketing,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,121,20.36
,1101000456,1,Bioquimica y Farmacia,ADMISION,2024-11-15,10:00,Campus Utpl,122,13.1
,1101000456,2,Comunicacion,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,122,13.1
,1101000457,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,15:00,Campus Utpl,123,43.81
,1101000457,2,Ingenieria Civil,ADMISION,2024-11-16,15:00,Campus Utpl,123,43.81
,1101000458,1,Nutricion y Dietetica,ADMISION,2024-11-15,08:00,Campus Utpl,124,48.47
,1101000458,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,124,48.47
,1101000459,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,14:00,Campus Utpl,125,97.31
,1101000459,2,Psicologia Clinica,ADMISION,2024-11-16,14:00,Campus Utpl,125,97.31
,1101000460,1,Educacion Basica,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,126,79.93
,1101000460,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,126,79.93
,1101000461,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,127,15.84
,1101000461,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,14:00,Campus Utpl,127,15.84
,1101000462,1,Derecho,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,128,1.37
,1101000462,2,Geologia,ADMISION,2024-11-15,11:00,Campus Utpl,128,1.37
,1101000463,1,Ingenieria Ambiental,ADMISION,2024-11-16,08:00,Campus Utpl,129,9.32
,1101000463,2,Biologia,ADMISION,2024-11-16,08:00,Campus Utpl,129,9.32
,1101000464,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,101,46.14
,1101000464,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,101,46.14
,1101000465,1,Bioquimica y Farmacia,ADMISION,2024-11-16,09:00,Campus Utpl,102,64.77
,1101000465,2,Medicina,ADMISION,2024-11-16,09:00,Campus Utpl,102,64.77
,1101000466,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,103,49.84
,1101000466,2,Educacion Basica,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,103,49.84
,1101000467,1,Comunicacion,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,104,29.19
,1101000467,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,15:00,Campus Utpl,104,29.19
,1101000468,1,Biologia,ADMISION,2024-11-15,11:00,Campus Utpl,105,27.34
,1101000468,2,Agropecuaria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,105,27.34
,1101000469,1,Marketing,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,106,98.02
,1101000469,2,Educacion Basica,DIAGNOSTICO,2024-11-16,09:00,Campus Utpl,106,98.02
,1101000470,1,Agropecuaria,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,107,45.68
,1101000470,2,Nutricion y Dietetica,ADMISION,2024-11-15,09:00,Campus Utpl,107,45.68
,1101000471,1,Nutricion y Dietetica,ADMISION,2024-11-16,14:00,Campus Utpl,108,38.36
,1101000471,2,Medicina,ADMISION,2024-11-16,14:00,Campus Utpl,108,38.36
,1101000472,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,109,50.82
,1101000472,2,Arquitectura,ADMISION,2024-11-15,09:00,Campus Utpl,109,50.82
,1101000473,1,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,86.4
,1101000473,2,Nutricion y Dietetica,ADMISION,2024-11-16,10:00,Campus Utpl,110,86.4
,1101000474,1,Bioquimica y Farmacia,ADMISION,2024-11-15,11:00,Campus Utpl,111,77.27
,1101000474,2,Marketing,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,111,77.27
,1101000475,1,Enfermeria,ADMISION,2024-11-16,14:00,Campus Utpl,112,33.99
,1101000475,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,112,33.99
,1101000476,1,Psicologia,ADMISION,2024-11-15,08:00,Campus Utpl,113,26.72
,1101000476,2,Artes Visuales,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,113,26.72
,1101000477,1,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,114,28.28
,1101000477,2,Enfermeria,ADMISION,2024-11-16,10:00,Campus Utpl,114,28.28
,1101000478,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,14:00,Campus Utpl,115,83.75
,1101000478,2,Artes Visuales,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,115,83.75
,1101000479,1,Finanzas,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,116,99.89
,1101000479,2,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,116,99.89
,1101000480,1,Economia,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,117,86.53
,1101000480,2,Arquitectura,ADMISION,2024-11-15,11:00,Campus Utpl,117,86.53
,1101000481,1,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,118,53.86
,1101000481,2,Marketing,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,118,53.86
,1101000482,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-15,14:00,Campus Utpl,119,33.24
,1101000482,2,Marketing,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,119,33.24
,1101000483,1,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,120,37.72
,1101000483,2,Comunicacion,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,120,37.72
,1101000484,1,Comunicacion,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,121,86.96
,1101000484,2,Ingenieria Ambiental,ADMISION,2024-11-15,15:00,Campus Utpl,121,86.96
,1101000485,1,Telecomunicaciones,ADMISION,2024-11-16,11:00,Campus Utpl,122,23.88
,1101000485,2,Educacion Basica,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,122,23.88
,1101000486,1,Derecho,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,123,23.36
,1101000486,2,Enfermeria,ADMISION,2024-11-15,11:00,Campus Utpl,123,23.36
,1101000487,1,Telecomunicaciones,ADMISION,2024-11-16,15:00,Campus Utpl,124,4.36
,1101000487,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,124,4.36
,1101000488,1,Psicologia,ADMISION,2024-11-15,11:00,Campus Utpl,125,47.3
,1101000488,2,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,125,47.3
,1101000489,1,Enfermeria,ADMISION,2024-11-16,15:00,Campus Utpl,126,38.61
,1101000489,2,Alimentos,ADMISION,2024-11-16,15:00,Campus Utpl,126,38.61
,1101000490,1,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,127,79.24
,1101000490,2,Telecomunicaciones,ADMISION,2024-11-15,15:00,Campus Utpl,127,79.24
,1101000491,1,Psicologia Clinica,ADMISION,2024-11-16,11:00,Campus Utpl,128,98.08
,1101000491,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,11:00,Campus Utpl,128,98.08
,1101000492,1,Biologia,ADMISION,2024-11-15,09:00,Campus Utpl,129,96.48
,1101000492,2,Alimentos,ADMISION,2024-11-15,09:00,Campus Utpl,129,96.48
,1101000493,1,Alimentos,ADMISION,2024-11-16,14:00,Campus Utpl,101,50.23
,1101000493,2,Finanzas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,101,50.23
,1101000494,1,Enfermeria,ADMISION,2024-11-15,08:00,Campus Utpl,102,33.2
,1101000494,2,Economia,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,102,33.2
,1101000495,1,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,103,87.42
,1101000495,2,Comunicacion,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,103,87.42
,1101000496,1,Geologia,ADMISION,2024-11-15,11:00,Campus Utpl,104,9.97
,1101000496,2,Derecho,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,104,9.97
,1101000497,1,Nutricion y Dietetica,ADMISION,2024-11-16,09:00,Campus Utpl,105,1.53
,1101000497,2,Medicina,ADMISION,2024-11-16,09:00,Campus Utpl,105,1.53
,1101000498,1,Ingenieria Ambiental,ADMISION,2024-11-15,15:00,Campus Utpl,106,41
,1101000498,2,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,106,41
,1101000499,1,Medicina,ADMISION,2024-11-16,08:00,Campus Utpl,107,97
,1101000499,2,Nutricion y Dietetica,ADMISION,2024-11-16,08:00,Campus Utpl,107,97
,1101000500,1,Nutricion y Dietetica,ADMISION,2024-11-15,10:00,Campus Utpl,108,46.95
,1101000500,2,Enfermeria,ADMISION,2024-11-15,10:00,Campus Utpl,108,46.95
,1101000501,1,Derecho,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,109,33.86
,1101000501,2,Medicina,ADMISION,2024-11-16,15:00,Campus Utpl,109,33.86
,1101000502,1,Finanzas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,110,39.75
,1101000502,2,Derecho,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,110,39.75
,1101000503,1,Derecho,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,111,85.18
,1101000503,2,Agropecuaria,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,111,85.18
,1101000504,1,Agropecuaria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,112,85.93
,1101000504,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,112,85.93
,1101000505,1,Geologia,ADMISION,2024-11-16,15:00,Campus Utpl,113,95.41
,1101000505,2,Arquitectura,ADMISION,2024-11-16,15:00,Campus Utpl,113,95.41
,1101000506,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,114,71.87
,1101000506,2,Biologia,ADMISION,2024-11-15,11:00,Campus Utpl,114,71.87
,1101000507,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,115,87.24
,1101000507,2,Ingenieria Civil,ADMISION,2024-11-16,08:00,Campus Utpl,115,87.24
,1101000508,1,Economia,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,116,61.75
,1101000508,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,116,61.75
,1101000509,1,Ingenieria Civil,ADMISION,2024-11-16,10:00,Campus Utpl,117,63.12
,1101000509,2,Economia,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,117,63.12
,1101000510,1,Economia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,118,99.74
,1101000510,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,118,99.74
,1101000511,1,Artes Visuales,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,119,9.04
,1101000511,2,Educacion Basica,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,119,9.04
,1101000512,1,Comunicacion,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,120,76.04
,1101000512,2,Marketing,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,120,76.04
,1101000513,1,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,121,87.26
,1101000513,2,Derecho,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,121,87.26
,1101000514,1,Artes Visuales,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,122,16.64
,1101000514,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,122,16.64
,1101000515,1,Psicologia,ADMISION,2024-11-16,08:00,Campus Utpl,123,90.34
,1101000515,2,Educacion Basica,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,123,90.34
,1101000516,1,Ingenieria Ambiental,ADMISION,2024-11-15,08:00,Campus Utpl,124,32.44
,1101000516,2,Educacion Basica,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,124,32.44
,1101000517,1,Psicologia Clinica,ADMISION,2024-11-16,10:00,Campus Utpl,125,29.34
,1101000517,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,125,29.34
,1101000518,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,126,43.07
,1101000518,2,Educacion Basica,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,126,43.07
,1101000519,1,Artes Escenicas,DIAGNOSTICO,2024-11-16,14:00,Campus Utpl,127,53.12
,1101000519,2,Psicologia,ADMISION,2024-11-16,14:00,Campus Utpl,127,53.12
,1101000520,1,Administracion de Empresas,DIAGNOSTICO,2024-11-15,09:00,Campus Utpl,128,68.18
,1101000520,2,Ingenieria Civil,ADMISION,2024-11-15,09:00,Campus Utpl,128,68.18
,1101000521,1,Enfermeria,ADMISION,2024-11-16,08:00,Campus Utpl,129,17
,1101000521,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,129,17
,1101000522,1,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,101,60.95
,1101000522,2,Ciencias Politicas y Rel. Internacionales,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,101,60.95
,1101000523,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-16,09:00,Campus Utpl,102,61.97
,1101000523,2,Bioquimica y Farmacia,ADMISION,2024-11-16,09:00,Campus Utpl,102,61.97
,1101000524,1,Medicina,ADMISION,2024-11-15,14:00,Campus Utpl,103,49.77
,1101000524,2,Marketing,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,103,49.77
,1101000525,1,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,104,14.31
,1101000525,2,Agropecuaria,DIAGNOSTICO,2024-11-16,11:00,Campus Utpl,104,14.31
,1101000526,1,Geologia,ADMISION,2024-11-15,11:00,Campus Utpl,105,63.79
,1101000526,2,Ingenieria Ambiental,ADMISION,2024-11-15,11:00,Campus Utpl,105,63.79
,1101000527,1,Administracion de Empresas,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,106,25.53
,1101000527,2,Derecho,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,106,25.53
,1101000528,1,Nutricion y Dietetica,ADMISION,2024-11-15,11:00,Campus Utpl,107,89.89
,1101000528,2,Bioquimica y Farmacia,ADMISION,2024-11-15,11:00,Campus Utpl,107,89.89
,1101000529,1,Bioquimica y Farmacia,ADMISION,2024-11-16,15:00,Campus Utpl,108,90.12
,1101000529,2,Ingenieria Ambiental,ADMISION,2024-11-16,15:00,Campus Utpl,108,90.12
,1101000530,1,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,08:00,Campus Utpl,109,54.66
,1101000530,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,08:00,Campus Utpl,109,54.66
,1101000531,1,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,44.17
,1101000531,2,Educacion Basica,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,110,44.17
,1101000532,1,Marketing,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,111,98.77
,1101000532,2,Economia,DIAGNOSTICO,2024-11-15,10:00,Campus Utpl,111,98.77
,1101000533,1,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,112,63.89
,1101000533,2,Geologia,ADMISION,2024-11-16,11:00,Campus Utpl,112,63.89
,1101000534,1,Derecho,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,69.03
,1101000534,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,113,69.03
,1101000535,1,Telecomunicaciones,ADMISION,2024-11-16,09:00,Campus Utpl,114,84.53
,1101000535,2,Nutricion y Dietetica,ADMISION,2024-11-16,09:00,Campus Utpl,114,84.53
,1101000536,1,Bioquimica y Farmacia,ADMISION,2024-11-15,11:00,Campus Utpl,115,99.94
,1101000536,2,Artes Escenicas,DIAGNOSTICO,2024-11-15,11:00,Campus Utpl,115,99.94
,1101000537,1,Alimentos,ADMISION,2024-11-16,11:00,Campus Utpl,116,10.67
,1101000537,2,Enfermeria,ADMISION,2024-11-16,11:00,Campus Utpl,116,10.67
,1101000538,1,Enfermeria,ADMISION,2024-11-15,14:00,Campus Utpl,117,57.19
,1101000538,2,Administracion de Empresas,DIAGNOSTICO,2024-11-15,14:00,Campus Utpl,117,57.19
,1101000539,1,Agropecuaria,DIAGNOSTICO,2024-11-16,15:00,Campus Utpl,118,29.59
,1101000539,2,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,15:00,Campus Utpl,118,29.59
,1101000540,1,Comunicacion,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,119,29.52
,1101000540,2,Artes Visuales,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,119,29.52
,1101000541,1,Bioquimica y Farmacia,ADMISION,2024-11-16,08:00,Campus Utpl,120,39.58
,1101000541,2,Agropecuaria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,120,39.58
,1101000542,1,Artes Escenicas,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,121,56.59
,1101000542,2,Psicopedagogia,DIAGNOSTICO,2024-11-15,15:00,Campus Utpl,121,56.59
,1101000543,1,Ingenieria en Sistemas Computacionales,ADMISION,2024-11-16,08:00,Campus Utpl,122,77.83
,1101000543,2,Contabilidad y Auditoria,DIAGNOSTICO,2024-11-16,08:00,Campus Utpl,122,77.83
,1101000544,1,Arquitectura,ADMISION,2024-11-15,15:00,Campus Utpl,123,91.06
,1101000544,2,Pedagogia de los Idiomas Nac. y Ext.,ADMISION,2024-11-15,15:00,Campus Utpl,123,91.06
,1101000545,1,Bioquimica y Farmacia,ADMISION,2024-11-16,10:00,Campus Utpl,124,49.67
,1101000545,2,Agropecuaria,DIAGNOSTICO,2024-11-16,10:00,Campus Utpl,124,49.67
,1101000546,1,Telecomunicaciones,ADMISION,2024-11-15,09:00,Campus Utpl,125,77.57
